event_id,timestamp,region,state,plant_id,generation_type,plant_capacity_mw,scheduled_mw,actual_mw,curtailed_mw,deviation_mw,dispatcher_remark,true_cause_label,is_synthetic,source_document_id,predicted_cause,confidence_score,pipeline_status,validation_status
EVT-2026-1295,2026-06-30 12:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,569.7,410.8,158.9,158.9,"Frequency higher than statutory limit (50.14 Hz), RE reduction mandated",High Frequency,True,DOC-20260630-RA,High Frequency,0.886,classified,confirmed
EVT-2026-1296,2026-07-01 13:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,404.3,248.0,156.3,156.3,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260701-AN,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1297,2026-07-30 14:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,215.5,188.7,26.8,26.8,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260730-TA,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1298,2026-08-06 13:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,363.7,277.0,86.7,67.3,Transmission line constraint at Tuticorin 400kV corridor,Transmission Constraint,True,DOC-20260806-TA,Transmission Constraint,0.861,classified,mismatch
EVT-2026-1299,2026-06-25 08:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,352.6,238.1,114.5,114.5,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260625-KA,Transmission Constraint,0.897,classified,confirmed
EVT-2026-1300,2026-06-10 10:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,886.5,734.3,152.2,152.2,Grid security alert: voltage instability detected at Rewa,Grid Security,True,DOC-20260610-RA,Grid Security,0.869,classified,confirmed
EVT-2026-1301,2026-06-24 09:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,355.2,323.6,31.6,31.6,Emergency backing down to prevent grid failure at Pavagada,Grid Security,True,DOC-20260624-TA,Grid Security,0.846,classified,confirmed
EVT-2026-1302,2026-07-23 03:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,209.4,163.3,46.1,46.1,Commercial backing down order from state DISCOM (Gurowvnl),Commercial / Discom Request,True,DOC-20260723-TA,Commercial / Discom Request,0.882,classified,confirmed
EVT-2026-1303,2026-07-27 16:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,320.9,290.0,30.9,30.9,Emergency backing down to prevent grid failure at Tuticorin,Grid Security,True,DOC-20260727-MA,Grid Security,0.862,classified,confirmed
EVT-2026-1304,2026-08-13 16:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,323.3,204.8,118.5,136.5,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260813-GU,Transmission Constraint,0.897,classified,mismatch
EVT-2026-1305,2026-06-28 12:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,452.9,336.8,116.1,116.1,Transmission congestion on Pavagada to Khavda 765kV line,Transmission Constraint,True,DOC-20260628-MA,Transmission Constraint,0.82,classified,confirmed
EVT-2026-1306,2026-07-08 14:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,319.8,223.8,96.0,96.0,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260708-TA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1307,2026-06-13 15:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,418.2,290.4,127.8,127.8,Bay maintenance shutdown at Kurnool RE pooling station,Maintenance / Outage,True,DOC-20260613-KA,Maintenance / Outage,0.886,classified,confirmed
EVT-2026-1308,2026-07-14 00:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,313.4,295.7,17.7,14.5,System security constraint enforced by NRLDC dispatcher,Grid Security,True,DOC-20260714-TA,Grid Security,0.888,classified,confirmed
EVT-2026-1309,2026-07-13 07:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,357.7,257.5,100.2,120.2,Emergency backing down to prevent grid failure at Muppandal,Grid Security,True,DOC-20260713-KA,Grid Security,0.863,classified,mismatch
EVT-2026-1310,2026-06-03 06:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,149.6,101.8,47.8,47.8,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260603-TA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1311,2026-06-27 00:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,279.3,260.2,19.1,19.1,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260627-TA,Transmission Constraint,0.897,classified,confirmed
EVT-2026-1312,2026-08-01 23:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,265.8,185.1,80.7,80.7,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260801-GU,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1313,2026-06-06 11:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,212.8,140.4,72.4,72.4,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260606-TA,High Frequency,0.892,classified,confirmed
EVT-2026-1314,2026-07-26 07:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,361.1,258.9,102.2,102.2,"Frequency higher than statutory limit (50.09 Hz), RE reduction mandated",High Frequency,True,DOC-20260726-MA,High Frequency,0.902,classified,confirmed
EVT-2026-1315,2026-08-17 12:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,329.0,279.7,49.3,49.3,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260817-TA,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1316,2026-06-29 13:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,462.9,332.7,130.2,130.2,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260629-MA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1317,2026-06-21 07:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,201.2,163.3,37.9,26.1,Transmission congestion on Bhuj to Muppandal 765kV line,Transmission Constraint,True,DOC-20260621-AN,Transmission Constraint,0.821,classified,mismatch
EVT-2026-1318,2026-07-18 07:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,294.2,264.9,29.3,29.3,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260718-MA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1319,2026-08-18 18:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,323.6,207.8,115.8,115.8,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260818-TA,Transmission Constraint,0.897,classified,confirmed
EVT-2026-1320,2026-06-07 16:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,482.4,462.9,19.5,13.9,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260607-KA,Commercial / Discom Request,0.881,classified,mismatch
EVT-2026-1321,2026-07-02 06:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,814.1,745.0,69.1,69.1,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260702-RA,Grid Security,0.885,classified,confirmed
EVT-2026-1322,2026-07-06 19:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,203.2,178.1,25.1,25.1,Transmission line constraint at Muppandal 400kV corridor,Transmission Constraint,True,DOC-20260706-GU,Transmission Constraint,0.852,classified,confirmed
EVT-2026-1323,2026-07-07 10:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,247.5,186.2,61.3,61.3,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260707-MA,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1324,2026-06-07 08:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,219.5,162.2,57.3,57.3,"High frequency in grid (50.09 Hz), backing down instructed by ERLDC",High Frequency,True,DOC-20260607-MA,High Frequency,0.888,classified,confirmed
EVT-2026-1325,2026-06-24 19:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,286.2,175.1,111.1,111.1,"High frequency in grid (50.1 Hz), backing down instructed by ERLDC",High Frequency,True,DOC-20260624-GU,High Frequency,0.88,classified,confirmed
EVT-2026-1326,2026-06-04 17:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,369.3,273.8,95.5,95.5,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260604-AN,Grid Security,0.885,classified,confirmed
EVT-2026-1327,2026-06-19 08:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,294.7,245.0,49.7,49.7,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260619-AN,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1328,2026-07-08 06:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,374.0,232.4,141.6,141.6,Line loading exceeded thermal capacity limit at Rewa,Transmission Constraint,True,DOC-20260708-KA,Transmission Constraint,0.869,classified,confirmed
EVT-2026-1329,2026-08-11 14:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,357.0,247.0,110.0,110.0,"High frequency in grid (50.12 Hz), backing down instructed by ERLDC",High Frequency,True,DOC-20260811-GU,High Frequency,0.871,classified,confirmed
EVT-2026-1330,2026-07-05 19:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,183.6,131.5,52.1,52.1,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260705-GU,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1331,2026-08-03 02:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,295.9,271.8,24.1,24.1,System security constraint enforced by WRLDC dispatcher,Grid Security,True,DOC-20260803-TA,Grid Security,0.853,classified,confirmed
EVT-2026-1332,2026-07-16 07:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,354.3,243.2,111.1,111.1,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260716-TA,Grid Security,0.885,classified,confirmed
EVT-2026-1333,2026-06-20 07:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,250.9,199.8,51.1,51.1,Transmission line constraint at Rewa 400kV corridor,Transmission Constraint,True,DOC-20260620-TA,Transmission Constraint,0.823,classified,confirmed
EVT-2026-1334,2026-06-08 08:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,551.1,399.6,151.5,151.5,Substation maintenance work scheduled at Tuticorin,Maintenance / Outage,True,DOC-20260608-KA,Maintenance / Outage,0.869,classified,confirmed
EVT-2026-1335,2026-08-06 16:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,568.0,346.0,222.0,222.0,Transmission congestion on Bhadla to Kurnool 765kV line,Transmission Constraint,True,DOC-20260806-RA,Transmission Constraint,0.86,classified,confirmed
EVT-2026-1336,2026-06-09 18:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,250.2,234.4,15.8,15.8,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260609-AN,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1337,2026-06-26 06:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,768.5,461.5,307.0,307.0,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260626-RA,Transmission Constraint,0.897,classified,confirmed
EVT-2026-1338,2026-08-02 14:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,244.4,190.9,53.5,53.5,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260802-TA,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1339,2026-07-27 14:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,277.8,243.3,34.5,34.5,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260727-KA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1340,2026-06-30 09:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,347.7,286.5,61.2,61.2,Line loading exceeded thermal capacity limit at Muppandal,Transmission Constraint,True,DOC-20260630-TA,Transmission Constraint,0.865,classified,confirmed
EVT-2026-1341,2026-07-15 09:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,287.3,198.0,89.3,89.3,Transmission congestion on Bhadla to Khavda 765kV line,Transmission Constraint,True,DOC-20260715-AN,Transmission Constraint,0.843,classified,confirmed
EVT-2026-1342,2026-07-08 15:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,804.8,555.4,249.4,249.4,Reactive power compensation constraint at Muppandal grid,Grid Security,True,DOC-20260708-RA,Grid Security,0.867,classified,confirmed
EVT-2026-1343,2026-08-07 11:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,498.2,425.5,72.7,72.7,Bay maintenance shutdown at Khavda RE pooling station,Maintenance / Outage,True,DOC-20260807-RA,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1344,2026-06-09 09:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,206.5,155.9,50.6,34.7,System security constraint enforced by SRLDC dispatcher,Grid Security,True,DOC-20260609-MA,Grid Security,0.87,classified,mismatch
EVT-2026-1345,2026-06-14 15:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,176.9,161.6,15.3,15.3,"Frequency higher than statutory limit (50.09 Hz), RE reduction mandated",High Frequency,True,DOC-20260614-TA,High Frequency,0.902,classified,confirmed
EVT-2026-1346,2026-08-16 18:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,460.8,417.1,43.7,43.7,"Frequency higher than statutory limit (50.13 Hz), RE reduction mandated",High Frequency,True,DOC-20260816-RA,High Frequency,0.894,classified,confirmed
EVT-2026-1347,2026-06-11 13:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,418.0,284.3,133.7,133.7,Over-frequency condition (50.11 Hz) detected across regional grid,High Frequency,True,DOC-20260611-AN,High Frequency,0.849,classified,confirmed
EVT-2026-1348,2026-08-19 09:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,294.2,209.1,85.1,85.1,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260819-TA,Grid Security,0.885,classified,confirmed
EVT-2026-1349,2026-08-12 12:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,264.5,189.7,74.8,74.8,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260812-KA,Transmission Constraint,0.897,classified,confirmed
EVT-2026-1350,2026-07-24 09:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,322.3,225.5,96.8,96.8,"System frequency surge (50.08 Hz), active power curtailment executed",High Frequency,True,DOC-20260724-AN,High Frequency,0.91,classified,confirmed
EVT-2026-1351,2026-07-06 17:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,758.8,670.2,88.6,88.6,Bay maintenance shutdown at Khavda RE pooling station,Maintenance / Outage,True,DOC-20260706-RA,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1352,2026-08-13 12:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,238.2,162.5,75.7,75.7,System security constraint enforced by SRLDC dispatcher,Grid Security,True,DOC-20260813-TA,Grid Security,0.87,classified,confirmed
EVT-2026-1353,2026-07-24 18:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,385.9,251.0,134.9,134.9,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260724-AN,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1354,2026-06-20 08:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,230.6,212.5,18.1,13.2,Over-frequency condition (50.08 Hz) detected across regional grid,High Frequency,True,DOC-20260620-TA,High Frequency,0.896,classified,confirmed
EVT-2026-1355,2026-08-20 06:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,253.6,232.3,21.3,21.3,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260820-AN,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1356,2026-07-12 19:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,227.3,151.2,76.1,76.1,Commercial backing down order from state DISCOM (Discom-West),Commercial / Discom Request,True,DOC-20260712-TA,Commercial / Discom Request,0.81,classified,confirmed
EVT-2026-1357,2026-06-23 18:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,291.6,186.1,105.5,105.5,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260623-TA,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1358,2026-06-01 23:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,212.1,157.2,54.9,54.9,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260601-TA,Grid Security,0.885,classified,confirmed
EVT-2026-1359,2026-06-30 10:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,262.9,234.0,28.9,28.9,Transmission congestion on Muppandal to Tuticorin 765kV line,Transmission Constraint,True,DOC-20260630-AN,Transmission Constraint,0.852,classified,confirmed
EVT-2026-1360,2026-07-21 15:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,180.2,129.5,50.7,50.7,System security constraint enforced by NRLDC dispatcher,Grid Security,True,DOC-20260721-TA,Grid Security,0.888,classified,confirmed
EVT-2026-1361,2026-06-28 19:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,176.0,122.0,54.0,53.7,Over-frequency condition (50.13 Hz) detected across regional grid,High Frequency,True,DOC-20260628-GU,High Frequency,0.884,classified,confirmed
EVT-2026-1362,2026-07-23 03:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,158.2,121.8,36.4,36.4,Commercial backing down order from state DISCOM (Bescom),Commercial / Discom Request,True,DOC-20260723-TA,Commercial / Discom Request,0.854,classified,confirmed
EVT-2026-1363,2026-07-24 08:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,295.3,195.9,99.4,99.4,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260724-KA,Transmission Constraint,0.897,classified,confirmed
EVT-2026-1364,2026-07-14 16:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,255.9,166.3,89.6,89.6,Emergency backing down to prevent grid failure at Tuticorin,Grid Security,True,DOC-20260714-GU,Grid Security,0.862,classified,confirmed
EVT-2026-1365,2026-07-08 10:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,942.6,859.1,83.5,83.5,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260708-RA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1366,2026-06-30 07:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,300.8,275.1,25.7,25.7,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260630-AN,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1367,2026-08-16 10:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,253.0,159.4,93.6,93.6,Grid security alert: voltage instability detected at Muppandal,Grid Security,True,DOC-20260816-GU,Grid Security,0.872,classified,confirmed
EVT-2026-1368,2026-07-13 13:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,422.0,379.6,42.4,56.2,Reactive power compensation constraint at Tuticorin grid,Grid Security,True,DOC-20260713-MA,Grid Security,0.886,classified,mismatch
EVT-2026-1369,2026-07-28 14:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,460.8,429.4,31.4,32.8,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260728-RA,Maintenance / Outage,0.91,classified,confirmed
